date,supplier_name,supplier_code,part_number,part_desc,lot_id,qty_received,qty_inspected,defects_found,defect_type,severity
2025-06-02,Cascade Pumps Inc.,S005,QD-4004,Quick Disconnect - 1/4in,LOT-250602-346,209,92,0,,
2025-06-02,Cascade Pumps Inc.,S005,PM-5005,Pump Module,LOT-250602-606,179,90,1,Dimensional OOT,Minor
2025-06-03,Boreal Quick Disconnects,S004,QD-4004,Quick Disconnect - 1/4in,LOT-250603-392,197,85,0,,
2025-06-03,Cascade Pumps Inc.,S005,CP-1001,Coldplate - 100mm,LOT-250603-370,208,103,1,Contamination,Minor
2025-06-03,Glacier Hose & Clamp,S003,HS-3003,Hose Assembly - 3/8in,LOT-250603-510,209,81,1,Contamination,Minor
2025-06-03,Polar Precision Machining,S002,PM-5005,Pump Module,LOT-250603-395,179,73,1,Dimensional OOT,Minor
2025-06-03,Glacier Hose & Clamp,S003,QD-4004,Quick Disconnect - 1/4in,LOT-250603-616,235,58,0,,
2025-06-04,Cascade Pumps Inc.,S005,PM-5005,Pump Module,LOT-250604-796,195,98,3,Leak,Critical
2025-06-04,Cascade Pumps Inc.,S005,CP-1001,Coldplate - 100mm,LOT-250604-482,187,95,1,Leak,Minor
2025-06-04,ArcticManifold Ltd.,S001,HS-3003,Hose Assembly - 3/8in,LOT-250604-247,207,68,1,Dimensional OOT,Minor
2025-06-04,Polar Precision Machining,S002,PM-5005,Pump Module,LOT-250604-146,210,62,3,Dimensional OOT,Minor
2025-06-05,Cascade Pumps Inc.,S005,HS-3003,Hose Assembly - 3/8in,LOT-250605-252,191,53,2,Contamination,Minor
2025-06-06,Boreal Quick Disconnects,S004,PM-5005,Pump Module,LOT-250606-426,193,76,1,Leak,Critical
2025-06-06,Boreal Quick Disconnects,S004,QD-4004,Quick Disconnect - 1/4in,LOT-250606-406,196,78,1,Documentation,Major
2025-06-06,Polar Precision Machining,S002,HS-3003,Hose Assembly - 3/8in,LOT-250606-601,207,90,2,Dimensional OOT,Minor
2025-06-06,Glacier Hose & Clamp,S003,PM-5005,Pump Module,LOT-250606-477,214,94,1,Leak,Major
2025-06-06,ArcticManifold Ltd.,S001,CP-1001,Coldplate - 100mm,LOT-250606-915,194,82,3,Documentation,Minor
2025-06-07,Boreal Quick Disconnects,S004,QD-4004,Quick Disconnect - 1/4in,LOT-250607-371,213,45,0,,
2025-06-08,Boreal Quick Disconnects,S004,MN-2002,Manifold Block,LOT-250608-838,173,78,0,,
2025-06-08,Glacier Hose & Clamp,S003,PM-5005,Pump Module,LOT-250608-591,199,88,0,,
2025-06-08,Cascade Pumps Inc.,S005,PM-5005,Pump Module,LOT-250608-961,194,74,1,Cosmetic,Major
2025-06-08,Boreal Quick Disconnects,S004,MN-2002,Manifold Block,LOT-250608-686,212,84,2,Contamination,Minor
2025-06-08,ArcticManifold Ltd.,S001,CP-1001,Coldplate - 100mm,LOT-250608-528,195,67,2,Leak,Minor
2025-06-09,Boreal Quick Disconnects,S004,MN-2002,Manifold Block,LOT-250609-520,191,84,0,,
2025-06-09,Boreal Quick Disconnects,S004,PM-5005,Pump Module,LOT-250609-853,183,67,1,Documentation,Major
2025-06-10,ArcticManifold Ltd.,S001,MN-2002,Manifold Block,LOT-250610-631,235,80,0,,
2025-06-11,Cascade Pumps Inc.,S005,HS-3003,Hose Assembly - 3/8in,LOT-250611-485,175,77,3,Documentation,Minor
2025-06-11,Cascade Pumps Inc.,S005,MN-2002,Manifold Block,LOT-250611-570,197,76,0,,
2025-06-12,ArcticManifold Ltd.,S001,PM-5005,Pump Module,LOT-250612-838,217,56,1,Dimensional OOT,Major
2025-06-12,Glacier Hose & Clamp,S003,HS-3003,Hose Assembly - 3/8in,LOT-250612-352,204,82,1,Cosmetic,Minor
2025-06-12,Cascade Pumps Inc.,S005,PM-5005,Pump Module,LOT-250612-404,201,70,1,Leak,Critical
2025-06-12,Polar Precision Machining,S002,HS-3003,Hose Assembly - 3/8in,LOT-250612-600,209,100,1,Cosmetic,Major
2025-06-12,Cascade Pumps Inc.,S005,QD-4004,Quick Disconnect - 1/4in,LOT-250612-457,203,75,0,,
2025-06-13,Polar Precision Machining,S002,HS-3003,Hose Assembly - 3/8in,LOT-250613-394,194,89,0,,
2025-06-13,Polar Precision Machining,S002,PM-5005,Pump Module,LOT-250613-504,192,72,1,Cosmetic,Minor
2025-06-13,Glacier Hose & Clamp,S003,HS-3003,Hose Assembly - 3/8in,LOT-250613-397,207,68,1,Documentation,Major
2025-06-13,Polar Precision Machining,S002,HS-3003,Hose Assembly - 3/8in,LOT-250613-552,211,101,3,Documentation,Minor
2025-06-13,Glacier Hose & Clamp,S003,HS-3003,Hose Assembly - 3/8in,LOT-250613-865,232,97,0,,
2025-06-14,Boreal Quick Disconnects,S004,MN-2002,Manifold Block,LOT-250614-675,203,61,1,Contamination,Minor
2025-06-14,Cascade Pumps Inc.,S005,HS-3003,Hose Assembly - 3/8in,LOT-250614-240,224,57,0,,
2025-06-14,Polar Precision Machining,S002,PM-5005,Pump Module,LOT-250614-151,161,73,4,Cosmetic,Minor
2025-06-14,Polar Precision Machining,S002,PM-5005,Pump Module,LOT-250614-202,203,88,5,Leak,Minor
2025-06-15,Polar Precision Machining,S002,QD-4004,Quick Disconnect - 1/4in,LOT-250615-105,191,77,3,Leak,Major
2025-06-15,Glacier Hose & Clamp,S003,MN-2002,Manifold Block,LOT-250615-516,199,86,0,,
2025-06-15,Cascade Pumps Inc.,S005,QD-4004,Quick Disconnect - 1/4in,LOT-250615-394,193,40,2,Dimensional OOT,Minor
2025-06-15,Cascade Pumps Inc.,S005,HS-3003,Hose Assembly - 3/8in,LOT-250615-191,216,95,3,Cosmetic,Critical
2025-06-16,Polar Precision Machining,S002,PM-5005,Pump Module,LOT-250616-138,183,53,1,Cosmetic,Major
2025-06-16,Glacier Hose & Clamp,S003,MN-2002,Manifold Block,LOT-250616-527,162,90,0,,
2025-06-16,ArcticManifold Ltd.,S001,MN-2002,Manifold Block,LOT-250616-956,192,90,1,Documentation,Minor
2025-06-16,Boreal Quick Disconnects,S004,QD-4004,Quick Disconnect - 1/4in,LOT-250616-993,217,64,1,Leak,Major
2025-06-16,Boreal Quick Disconnects,S004,HS-3003,Hose Assembly - 3/8in,LOT-250616-681,215,91,3,Contamination,Minor
2025-06-17,Glacier Hose & Clamp,S003,HS-3003,Hose Assembly - 3/8in,LOT-250617-656,196,71,2,Leak,Critical
2025-06-17,Boreal Quick Disconnects,S004,QD-4004,Quick Disconnect - 1/4in,LOT-250617-616,209,86,6,Contamination,Minor
2025-06-17,Glacier Hose & Clamp,S003,HS-3003,Hose Assembly - 3/8in,LOT-250617-266,165,56,2,Leak,Minor
2025-06-17,Boreal Quick Disconnects,S004,QD-4004,Quick Disconnect - 1/4in,LOT-250617-114,211,109,5,Cosmetic,Major
2025-06-17,Glacier Hose & Clamp,S003,HS-3003,Hose Assembly - 3/8in,LOT-250617-875,227,96,3,Contamination,Minor
2025-06-18,Polar Precision Machining,S002,PM-5005,Pump Module,LOT-250618-946,224,89,1,Contamination,Major
2025-06-18,Glacier Hose & Clamp,S003,PM-5005,Pump Module,LOT-250618-197,214,60,2,Leak,Minor
2025-06-19,Glacier Hose & Clamp,S003,QD-4004,Quick Disconnect - 1/4in,LOT-250619-367,217,86,6,Leak,Minor
2025-06-19,ArcticManifold Ltd.,S001,MN-2002,Manifold Block,LOT-250619-437,200,86,2,Dimensional OOT,Minor
2025-06-20,Cascade Pumps Inc.,S005,PM-5005,Pump Module,LOT-250620-809,195,57,1,Leak,Major
2025-06-20,Polar Precision Machining,S002,CP-1001,Coldplate - 100mm,LOT-250620-263,215,107,4,Cosmetic,Minor
2025-06-20,Polar Precision Machining,S002,PM-5005,Pump Module,LOT-250620-820,185,47,0,,
2025-06-21,Glacier Hose & Clamp,S003,CP-1001,Coldplate - 100mm,LOT-250621-476,218,63,2,Cosmetic,Critical
2025-06-21,ArcticManifold Ltd.,S001,MN-2002,Manifold Block,LOT-250621-256,207,90,1,Leak,Minor
2025-06-21,Cascade Pumps Inc.,S005,PM-5005,Pump Module,LOT-250621-482,169,64,0,,
2025-06-22,Glacier Hose & Clamp,S003,PM-5005,Pump Module,LOT-250622-582,205,70,0,,
2025-06-22,Boreal Quick Disconnects,S004,PM-5005,Pump Module,LOT-250622-880,213,107,1,Contamination,Major
2025-06-22,Polar Precision Machining,S002,PM-5005,Pump Module,LOT-250622-557,170,82,3,Contamination,Minor
2025-06-22,Cascade Pumps Inc.,S005,HS-3003,Hose Assembly - 3/8in,LOT-250622-179,205,102,0,,
2025-06-23,Glacier Hose & Clamp,S003,CP-1001,Coldplate - 100mm,LOT-250623-948,190,85,0,,
2025-06-23,Polar Precision Machining,S002,PM-5005,Pump Module,LOT-250623-268,201,102,2,Leak,Minor
2025-06-23,Cascade Pumps Inc.,S005,PM-5005,Pump Module,LOT-250623-552,197,57,0,,
2025-06-23,Polar Precision Machining,S002,MN-2002,Manifold Block,LOT-250623-622,199,94,2,Cosmetic,Minor
2025-06-23,Boreal Quick Disconnects,S004,CP-1001,Coldplate - 100mm,LOT-250623-567,204,71,1,Dimensional OOT,Minor
2025-06-24,ArcticManifold Ltd.,S001,PM-5005,Pump Module,LOT-250624-840,205,97,3,Dimensional OOT,Major
2025-06-24,Cascade Pumps Inc.,S005,QD-4004,Quick Disconnect - 1/4in,LOT-250624-323,192,95,5,Leak,Minor
2025-06-24,Polar Precision Machining,S002,CP-1001,Coldplate - 100mm,LOT-250624-165,179,76,2,Leak,Minor
2025-06-24,Boreal Quick Disconnects,S004,CP-1001,Coldplate - 100mm,LOT-250624-583,208,76,2,Documentation,Minor
2025-06-24,Polar Precision Machining,S002,HS-3003,Hose Assembly - 3/8in,LOT-250624-884,189,78,3,Dimensional OOT,Major
2025-06-25,ArcticManifold Ltd.,S001,QD-4004,Quick Disconnect - 1/4in,LOT-250625-559,186,79,0,,
2025-06-25,Cascade Pumps Inc.,S005,QD-4004,Quick Disconnect - 1/4in,LOT-250625-484,197,105,0,,
2025-06-25,Glacier Hose & Clamp,S003,PM-5005,Pump Module,LOT-250625-221,204,60,2,Leak,Major
2025-06-25,Polar Precision Machining,S002,PM-5005,Pump Module,LOT-250625-502,177,85,0,,
2025-06-26,Polar Precision Machining,S002,MN-2002,Manifold Block,LOT-250626-954,189,66,0,,
2025-06-26,ArcticManifold Ltd.,S001,CP-1001,Coldplate - 100mm,LOT-250626-836,198,104,1,Documentation,Minor
2025-06-26,Glacier Hose & Clamp,S003,QD-4004,Quick Disconnect - 1/4in,LOT-250626-353,214,81,1,Dimensional OOT,Major
2025-06-26,Polar Precision Machining,S002,HS-3003,Hose Assembly - 3/8in,LOT-250626-996,205,82,1,Leak,Minor
2025-06-26,Glacier Hose & Clamp,S003,CP-1001,Coldplate - 100mm,LOT-250626-729,195,96,3,Leak,Major
2025-06-27,Polar Precision Machining,S002,MN-2002,Manifold Block,LOT-250627-557,194,96,2,Leak,Minor
2025-06-28,Glacier Hose & Clamp,S003,CP-1001,Coldplate - 100mm,LOT-250628-549,205,70,2,Leak,Minor
2025-06-28,Polar Precision Machining,S002,PM-5005,Pump Module,LOT-250628-322,206,72,0,,
2025-06-28,Cascade Pumps Inc.,S005,CP-1001,Coldplate - 100mm,LOT-250628-339,191,79,3,Leak,Critical
2025-06-28,Glacier Hose & Clamp,S003,PM-5005,Pump Module,LOT-250628-426,179,106,0,,
2025-06-28,Polar Precision Machining,S002,PM-5005,Pump Module,LOT-250628-342,184,91,3,Contamination,Major
2025-06-29,Boreal Quick Disconnects,S004,MN-2002,Manifold Block,LOT-250629-776,208,64,0,,
2025-06-29,Glacier Hose & Clamp,S003,MN-2002,Manifold Block,LOT-250629-670,201,59,1,Dimensional OOT,Minor
2025-06-29,Glacier Hose & Clamp,S003,PM-5005,Pump Module,LOT-250629-852,213,62,0,,
2025-06-30,Glacier Hose & Clamp,S003,QD-4004,Quick Disconnect - 1/4in,LOT-250630-452,179,82,2,Dimensional OOT,Minor
2025-06-30,ArcticManifold Ltd.,S001,QD-4004,Quick Disconnect - 1/4in,LOT-250630-526,217,82,3,Contamination,Minor
2025-07-01,Glacier Hose & Clamp,S003,HS-3003,Hose Assembly - 3/8in,LOT-250701-485,197,87,0,,
2025-07-01,Cascade Pumps Inc.,S005,PM-5005,Pump Module,LOT-250701-407,208,81,1,Dimensional OOT,Major
2025-07-01,Cascade Pumps Inc.,S005,MN-2002,Manifold Block,LOT-250701-925,176,69,0,,
2025-07-01,ArcticManifold Ltd.,S001,CP-1001,Coldplate - 100mm,LOT-250701-675,188,58,0,,
2025-07-02,Boreal Quick Disconnects,S004,PM-5005,Pump Module,LOT-250702-361,195,95,3,Dimensional OOT,Minor
2025-07-02,Boreal Quick Disconnects,S004,HS-3003,Hose Assembly - 3/8in,LOT-250702-967,197,96,1,Cosmetic,Critical
2025-07-02,Glacier Hose & Clamp,S003,CP-1001,Coldplate - 100mm,LOT-250702-152,200,84,2,Dimensional OOT,Major
2025-07-02,Polar Precision Machining,S002,QD-4004,Quick Disconnect - 1/4in,LOT-250702-789,180,74,0,,
2025-07-03,Boreal Quick Disconnects,S004,CP-1001,Coldplate - 100mm,LOT-250703-879,208,92,1,Contamination,Minor
2025-07-03,Boreal Quick Disconnects,S004,PM-5005,Pump Module,LOT-250703-440,200,79,1,Leak,Minor
2025-07-03,Boreal Quick Disconnects,S004,CP-1001,Coldplate - 100mm,LOT-250703-859,205,84,5,Leak,Minor
2025-07-03,ArcticManifold Ltd.,S001,QD-4004,Quick Disconnect - 1/4in,LOT-250703-820,215,48,2,Contamination,Major
2025-07-03,Polar Precision Machining,S002,QD-4004,Quick Disconnect - 1/4in,LOT-250703-894,198,67,1,Contamination,Minor
2025-07-04,Cascade Pumps Inc.,S005,QD-4004,Quick Disconnect - 1/4in,LOT-250704-367,187,75,2,Dimensional OOT,Minor
2025-07-04,Cascade Pumps Inc.,S005,PM-5005,Pump Module,LOT-250704-922,242,70,1,Contamination,Minor
2025-07-04,ArcticManifold Ltd.,S001,QD-4004,Quick Disconnect - 1/4in,LOT-250704-879,214,63,0,,
2025-07-05,ArcticManifold Ltd.,S001,MN-2002,Manifold Block,LOT-250705-479,195,70,0,,
2025-07-05,Boreal Quick Disconnects,S004,QD-4004,Quick Disconnect - 1/4in,LOT-250705-146,206,76,0,,
2025-07-05,Cascade Pumps Inc.,S005,MN-2002,Manifold Block,LOT-250705-666,214,68,2,Cosmetic,Minor
2025-07-06,Glacier Hose & Clamp,S003,QD-4004,Quick Disconnect - 1/4in,LOT-250706-335,203,91,2,Leak,Minor
2025-07-06,Boreal Quick Disconnects,S004,PM-5005,Pump Module,LOT-250706-770,182,101,1,Contamination,Minor
2025-07-06,ArcticManifold Ltd.,S001,HS-3003,Hose Assembly - 3/8in,LOT-250706-840,186,85,3,Leak,Major
2025-07-06,Glacier Hose & Clamp,S003,QD-4004,Quick Disconnect - 1/4in,LOT-250706-460,204,82,3,Dimensional OOT,Major
2025-07-06,Cascade Pumps Inc.,S005,MN-2002,Manifold Block,LOT-250706-655,184,65,1,Cosmetic,Minor
2025-07-07,ArcticManifold Ltd.,S001,CP-1001,Coldplate - 100mm,LOT-250707-937,192,74,1,Contamination,Minor
2025-07-08,Cascade Pumps Inc.,S005,CP-1001,Coldplate - 100mm,LOT-250708-336,200,83,1,Dimensional OOT,Major
2025-07-09,Polar Precision Machining,S002,MN-2002,Manifold Block,LOT-250709-482,215,70,3,Leak,Minor
2025-07-10,Cascade Pumps Inc.,S005,PM-5005,Pump Module,LOT-250710-116,190,58,1,Contamination,Major
2025-07-11,Polar Precision Machining,S002,PM-5005,Pump Module,LOT-250711-521,186,86,0,,
2025-07-12,Cascade Pumps Inc.,S005,PM-5005,Pump Module,LOT-250712-393,207,90,1,Cosmetic,Minor
2025-07-13,Boreal Quick Disconnects,S004,QD-4004,Quick Disconnect - 1/4in,LOT-250713-925,177,64,0,,
2025-07-14,ArcticManifold Ltd.,S001,CP-1001,Coldplate - 100mm,LOT-250714-734,190,75,2,Dimensional OOT,Minor
2025-07-14,Polar Precision Machining,S002,HS-3003,Hose Assembly - 3/8in,LOT-250714-506,192,75,4,Contamination,Minor
2025-07-15,Cascade Pumps Inc.,S005,QD-4004,Quick Disconnect - 1/4in,LOT-250715-570,216,69,0,,
2025-07-16,Cascade Pumps Inc.,S005,MN-2002,Manifold Block,LOT-250716-407,211,64,0,,
2025-07-16,Polar Precision Machining,S002,CP-1001,Coldplate - 100mm,LOT-250716-877,194,52,2,Cosmetic,Major
2025-07-16,Boreal Quick Disconnects,S004,CP-1001,Coldplate - 100mm,LOT-250716-587,188,89,4,Dimensional OOT,Minor
2025-07-16,Boreal Quick Disconnects,S004,CP-1001,Coldplate - 100mm,LOT-250716-965,205,94,2,Cosmetic,Minor
2025-07-16,Boreal Quick Disconnects,S004,HS-3003,Hose Assembly - 3/8in,LOT-250716-197,211,67,1,Dimensional OOT,Major
2025-07-17,Polar Precision Machining,S002,CP-1001,Coldplate - 100mm,LOT-250717-808,204,76,2,Leak,Critical
2025-07-17,Polar Precision Machining,S002,PM-5005,Pump Module,LOT-250717-176,214,71,1,Dimensional OOT,Minor
2025-07-17,Boreal Quick Disconnects,S004,HS-3003,Hose Assembly - 3/8in,LOT-250717-656,207,88,0,,
2025-07-17,Polar Precision Machining,S002,CP-1001,Coldplate - 100mm,LOT-250717-116,200,95,2,Leak,Major
2025-07-17,Glacier Hose & Clamp,S003,PM-5005,Pump Module,LOT-250717-940,184,61,2,Leak,Major
2025-07-18,Cascade Pumps Inc.,S005,CP-1001,Coldplate - 100mm,LOT-250718-406,198,74,0,,
2025-07-18,ArcticManifold Ltd.,S001,PM-5005,Pump Module,LOT-250718-498,212,92,4,Leak,Major
2025-07-18,Polar Precision Machining,S002,PM-5005,Pump Module,LOT-250718-439,199,83,0,,
2025-07-18,Glacier Hose & Clamp,S003,MN-2002,Manifold Block,LOT-250718-909,225,53,0,,
2025-07-19,Polar Precision Machining,S002,HS-3003,Hose Assembly - 3/8in,LOT-250719-958,176,63,3,Leak,Minor
2025-07-20,Polar Precision Machining,S002,PM-5005,Pump Module,LOT-250720-506,220,66,3,Contamination,Critical
2025-07-21,Glacier Hose & Clamp,S003,HS-3003,Hose Assembly - 3/8in,LOT-250721-333,221,79,3,Contamination,Minor
2025-07-21,ArcticManifold Ltd.,S001,PM-5005,Pump Module,LOT-250721-796,172,85,4,Documentation,Minor
2025-07-21,Boreal Quick Disconnects,S004,QD-4004,Quick Disconnect - 1/4in,LOT-250721-187,176,77,0,,
2025-07-22,Polar Precision Machining,S002,MN-2002,Manifold Block,LOT-250722-257,179,54,1,Cosmetic,Minor
2025-07-22,Polar Precision Machining,S002,MN-2002,Manifold Block,LOT-250722-857,193,72,0,,
2025-07-22,Cascade Pumps Inc.,S005,HS-3003,Hose Assembly - 3/8in,LOT-250722-415,194,74,1,Dimensional OOT,Minor
2025-07-22,ArcticManifold Ltd.,S001,HS-3003,Hose Assembly - 3/8in,LOT-250722-879,218,79,0,,
2025-07-22,Polar Precision Machining,S002,CP-1001,Coldplate - 100mm,LOT-250722-559,203,83,1,Leak,Minor
2025-07-23,Polar Precision Machining,S002,PM-5005,Pump Module,LOT-250723-517,183,78,0,,
2025-07-23,Boreal Quick Disconnects,S004,CP-1001,Coldplate - 100mm,LOT-250723-191,198,62,0,,
2025-07-23,Boreal Quick Disconnects,S004,PM-5005,Pump Module,LOT-250723-432,203,87,1,Leak,Minor
2025-07-23,Boreal Quick Disconnects,S004,QD-4004,Quick Disconnect - 1/4in,LOT-250723-897,201,62,1,Leak,Minor
2025-07-23,Glacier Hose & Clamp,S003,PM-5005,Pump Module,LOT-250723-685,210,98,1,Contamination,Critical
2025-07-24,Boreal Quick Disconnects,S004,QD-4004,Quick Disconnect - 1/4in,LOT-250724-273,218,72,0,,
2025-07-24,Glacier Hose & Clamp,S003,HS-3003,Hose Assembly - 3/8in,LOT-250724-164,181,108,4,Leak,Minor
2025-07-24,Cascade Pumps Inc.,S005,QD-4004,Quick Disconnect - 1/4in,LOT-250724-901,206,48,2,Leak,Minor
2025-07-24,Boreal Quick Disconnects,S004,HS-3003,Hose Assembly - 3/8in,LOT-250724-357,182,71,0,,
2025-07-24,Polar Precision Machining,S002,MN-2002,Manifold Block,LOT-250724-731,185,85,4,Cosmetic,Minor
2025-07-25,ArcticManifold Ltd.,S001,CP-1001,Coldplate - 100mm,LOT-250725-505,203,98,1,Leak,Minor
2025-07-25,Glacier Hose & Clamp,S003,PM-5005,Pump Module,LOT-250725-550,177,86,1,Dimensional OOT,Major
2025-07-26,Boreal Quick Disconnects,S004,PM-5005,Pump Module,LOT-250726-811,207,86,1,Leak,Minor
2025-07-26,Polar Precision Machining,S002,QD-4004,Quick Disconnect - 1/4in,LOT-250726-426,190,84,2,Leak,Critical
2025-07-26,Boreal Quick Disconnects,S004,QD-4004,Quick Disconnect - 1/4in,LOT-250726-689,211,48,0,,
2025-07-27,ArcticManifold Ltd.,S001,QD-4004,Quick Disconnect - 1/4in,LOT-250727-473,199,70,2,Leak,Major
2025-07-27,Glacier Hose & Clamp,S003,PM-5005,Pump Module,LOT-250727-284,199,70,2,Leak,Critical
2025-07-28,Boreal Quick Disconnects,S004,QD-4004,Quick Disconnect - 1/4in,LOT-250728-825,197,97,0,,
2025-07-28,Glacier Hose & Clamp,S003,QD-4004,Quick Disconnect - 1/4in,LOT-250728-170,193,91,2,Contamination,Major
2025-07-28,Polar Precision Machining,S002,QD-4004,Quick Disconnect - 1/4in,LOT-250728-410,200,80,1,Cosmetic,Minor
2025-07-28,Boreal Quick Disconnects,S004,HS-3003,Hose Assembly - 3/8in,LOT-250728-774,216,79,0,,
2025-07-28,Glacier Hose & Clamp,S003,QD-4004,Quick Disconnect - 1/4in,LOT-250728-712,180,67,1,Contamination,Minor
2025-07-29,ArcticManifold Ltd.,S001,QD-4004,Quick Disconnect - 1/4in,LOT-250729-990,214,71,3,Dimensional OOT,Critical
2025-07-29,ArcticManifold Ltd.,S001,QD-4004,Quick Disconnect - 1/4in,LOT-250729-468,188,91,1,Dimensional OOT,Major
2025-07-29,Glacier Hose & Clamp,S003,PM-5005,Pump Module,LOT-250729-211,173,81,4,Cosmetic,Critical
2025-07-29,Polar Precision Machining,S002,MN-2002,Manifold Block,LOT-250729-762,188,87,1,Cosmetic,Minor
2025-07-30,Polar Precision Machining,S002,PM-5005,Pump Module,LOT-250730-509,205,93,4,Documentation,Major
2025-07-30,Polar Precision Machining,S002,HS-3003,Hose Assembly - 3/8in,LOT-250730-110,220,65,2,Documentation,Minor
2025-07-30,Glacier Hose & Clamp,S003,HS-3003,Hose Assembly - 3/8in,LOT-250730-671,209,70,1,Leak,Major
2025-07-30,ArcticManifold Ltd.,S001,PM-5005,Pump Module,LOT-250730-574,190,72,2,Leak,Minor
2025-07-30,Cascade Pumps Inc.,S005,PM-5005,Pump Module,LOT-250730-807,172,84,0,,
2025-07-31,Glacier Hose & Clamp,S003,HS-3003,Hose Assembly - 3/8in,LOT-250731-402,200,111,3,Documentation,Minor
2025-07-31,Polar Precision Machining,S002,CP-1001,Coldplate - 100mm,LOT-250731-245,211,65,2,Leak,Critical
2025-07-31,Cascade Pumps Inc.,S005,HS-3003,Hose Assembly - 3/8in,LOT-250731-633,223,63,1,Dimensional OOT,Major
2025-07-31,Boreal Quick Disconnects,S004,HS-3003,Hose Assembly - 3/8in,LOT-250731-587,185,98,0,,
2025-07-31,Cascade Pumps Inc.,S005,QD-4004,Quick Disconnect - 1/4in,LOT-250731-839,210,79,0,,
2025-08-01,ArcticManifold Ltd.,S001,CP-1001,Coldplate - 100mm,LOT-250801-217,204,93,1,Leak,Major
2025-08-01,Polar Precision Machining,S002,HS-3003,Hose Assembly - 3/8in,LOT-250801-268,210,108,5,Cosmetic,Major
2025-08-01,Cascade Pumps Inc.,S005,MN-2002,Manifold Block,LOT-250801-438,196,78,2,Dimensional OOT,Minor
2025-08-01,Cascade Pumps Inc.,S005,QD-4004,Quick Disconnect - 1/4in,LOT-250801-514,198,82,2,Documentation,Minor
2025-08-02,Glacier Hose & Clamp,S003,QD-4004,Quick Disconnect - 1/4in,LOT-250802-505,201,83,0,,
2025-08-02,Cascade Pumps Inc.,S005,PM-5005,Pump Module,LOT-250802-539,228,79,1,Contamination,Minor
2025-08-03,Glacier Hose & Clamp,S003,MN-2002,Manifold Block,LOT-250803-928,168,73,2,Leak,Major
2025-08-03,Polar Precision Machining,S002,CP-1001,Coldplate - 100mm,LOT-250803-649,205,52,3,Dimensional OOT,Major
2025-08-03,Polar Precision Machining,S002,HS-3003,Hose Assembly - 3/8in,LOT-250803-368,215,60,1,Leak,Minor
2025-08-03,Boreal Quick Disconnects,S004,QD-4004,Quick Disconnect - 1/4in,LOT-250803-711,193,78,1,Dimensional OOT,Major
2025-08-04,Polar Precision Machining,S002,QD-4004,Quick Disconnect - 1/4in,LOT-250804-965,216,98,3,Cosmetic,Minor
2025-08-04,Glacier Hose & Clamp,S003,PM-5005,Pump Module,LOT-250804-276,195,86,0,,
2025-08-04,Glacier Hose & Clamp,S003,HS-3003,Hose Assembly - 3/8in,LOT-250804-788,227,72,1,Documentation,Minor
2025-08-04,ArcticManifold Ltd.,S001,HS-3003,Hose Assembly - 3/8in,LOT-250804-287,196,82,2,Leak,Minor
2025-08-05,Boreal Quick Disconnects,S004,MN-2002,Manifold Block,LOT-250805-241,209,65,1,Dimensional OOT,Minor
2025-08-05,Cascade Pumps Inc.,S005,QD-4004,Quick Disconnect - 1/4in,LOT-250805-650,228,76,1,Dimensional OOT,Minor
2025-08-05,ArcticManifold Ltd.,S001,MN-2002,Manifold Block,LOT-250805-243,196,86,2,Dimensional OOT,Minor
2025-08-06,ArcticManifold Ltd.,S001,QD-4004,Quick Disconnect - 1/4in,LOT-250806-734,189,63,0,,
2025-08-06,Glacier Hose & Clamp,S003,HS-3003,Hose Assembly - 3/8in,LOT-250806-109,207,61,0,,
2025-08-07,Boreal Quick Disconnects,S004,MN-2002,Manifold Block,LOT-250807-617,215,62,2,Contamination,Critical
2025-08-07,Boreal Quick Disconnects,S004,QD-4004,Quick Disconnect - 1/4in,LOT-250807-827,202,106,5,Dimensional OOT,Minor
2025-08-07,Polar Precision Machining,S002,QD-4004,Quick Disconnect - 1/4in,LOT-250807-131,188,100,3,Dimensional OOT,Minor
2025-08-07,ArcticManifold Ltd.,S001,MN-2002,Manifold Block,LOT-250807-650,211,69,4,Leak,Minor
2025-08-08,ArcticManifold Ltd.,S001,QD-4004,Quick Disconnect - 1/4in,LOT-250808-607,215,82,4,Dimensional OOT,Major
2025-08-08,Boreal Quick Disconnects,S004,PM-5005,Pump Module,LOT-250808-893,197,77,3,Leak,Minor
2025-08-08,Polar Precision Machining,S002,HS-3003,Hose Assembly - 3/8in,LOT-250808-655,199,90,0,,
2025-08-09,Cascade Pumps Inc.,S005,QD-4004,Quick Disconnect - 1/4in,LOT-250809-204,163,78,3,Dimensional OOT,Critical
2025-08-10,Glacier Hose & Clamp,S003,CP-1001,Coldplate - 100mm,LOT-250810-936,194,100,1,Dimensional OOT,Minor
2025-08-10,Boreal Quick Disconnects,S004,QD-4004,Quick Disconnect - 1/4in,LOT-250810-931,204,69,4,Contamination,Minor
2025-08-11,Boreal Quick Disconnects,S004,PM-5005,Pump Module,LOT-250811-724,185,69,1,Cosmetic,Major
2025-08-11,Polar Precision Machining,S002,QD-4004,Quick Disconnect - 1/4in,LOT-250811-311,197,75,1,Leak,Minor
2025-08-12,Polar Precision Machining,S002,CP-1001,Coldplate - 100mm,LOT-250812-683,221,67,0,,
2025-08-12,Cascade Pumps Inc.,S005,PM-5005,Pump Module,LOT-250812-387,207,72,0,,
